param T := 2519;
set ASSETS := AGG	DBC	DFE	DIA	DXJ	EEM	EFA	EWG	EWH	EWI	EWT	EWU	EWW	EWY	EWZ	EZU	FEZ	FXI	GDX	GLD	IAU	IBB	ITB	IVV	IWD	IWM	IYR	KBE	KRE	LQD	OIL	SDS	SH	SLV	SPY	USO	VGK	VNQ	VTI	VWO	XHB	XLB	XLE	XLF	XLI	XLK	XLP	XLU	XLV	XLY	XME	XOP;

param Ret:
	AGG	DBC	DFE	DIA	DXJ	EEM	EFA	EWG	EWH	EWI	EWT	EWU	EWW	EWY	EWZ	EZU	FEZ	FXI	GDX	GLD	IAU	IBB	ITB	IVV	IWD	IWM	IYR	KBE	KRE	LQD	OIL	SDS	SH	SLV	SPY	USO	VGK	VNQ	VTI	VWO	XHB	XLB	XLE	XLF	XLI	XLK	XLP	XLU	XLV	XLY	XME	XOP:=
57	0.000	0.003	-0.005	-0.004	-0.007	-0.003	-0.004	0.003	-0.012	-0.005	-0.011	-0.007	-0.004	-0.009	-0.015	-0.004	-0.003	-0.007	-0.017	-0.002	-0.002	-0.004	-0.016	-0.003	-0.004	-0.005	-0.008	-0.006	-0.009	0.000	0.000	0.001	-0.002	-0.011	-0.002	0.001	-0.006	-0.010	-0.004	-0.005	-0.016	-0.011	0.002	-0.006	-0.005	0.000	-0.005	-0.001	-0.007	-0.006	-0.011	0.000
58	0.000	0.010	-0.010	-0.007	-0.004	-0.016	-0.009	-0.014	-0.006	-0.006	-0.020	-0.009	-0.007	-0.009	-0.016	-0.010	-0.009	-0.010	0.005	0.005	0.006	-0.004	-0.028	-0.007	-0.007	-0.005	-0.012	-0.012	-0.009	-0.001	0.015	0.016	0.005	0.011	-0.007	0.016	-0.010	-0.007	-0.006	-0.009	-0.029	-0.010	0.000	-0.013	-0.008	-0.011	-0.002	-0.002	-0.007	-0.011	-0.007	-0.001
59	-0.001	0.019	0.009	0.002	0.004	0.018	0.009	0.016	0.012	0.011	0.015	0.008	0.026	0.023	0.034	0.004	0.014	0.029	-0.005	-0.006	-0.008	0.004	0.000	0.001	0.003	-0.001	0.005	0.008	0.005	-0.001	0.034	-0.001	0.000	-0.006	0.001	0.031	0.012	0.002	0.003	0.019	0.002	0.008	0.006	0.005	0.000	0.001	0.006	0.006	0.005	0.003	0.015	0.005
60	-0.001	-0.015	0.005	0.002	-0.011	0.000	0.001	0.001	-0.004	0.003	0.001	0.000	-0.003	-0.006	-0.002	0.012	0.001	-0.017	0.003	0.001	0.002	0.010	-0.010	0.001	0.000	0.004	0.009	-0.001	-0.003	0.000	-0.006	-0.001	0.002	0.008	0.000	-0.005	0.002	0.014	-0.001	-0.003	-0.005	0.002	-0.014	0.003	-0.001	-0.002	0.003	-0.010	0.000	0.003	-0.002	-0.006
61	-0.003	-0.010	0.009	0.000	-0.006	0.008	0.003	0.011	0.013	0.010	0.003	0.007	0.024	0.015	0.007	0.005	0.005	0.020	0.015	0.002	0.002	0.000	-0.012	0.000	0.002	0.003	0.012	-0.018	-0.013	-0.004	0.002	-0.002	-0.003	-0.008	0.001	0.004	0.010	0.006	0.002	0.009	-0.012	0.000	0.010	-0.009	0.002	0.005	0.003	0.024	0.005	0.003	0.017	0.010
62	-0.001	-0.004	0.005	0.011	0.007	0.014	0.008	0.010	0.020	0.004	0.012	0.007	0.012	0.015	0.022	0.010	0.011	0.016	0.008	0.000	0.000	0.015	0.018	0.011	0.009	0.010	0.009	0.012	0.010	-0.001	-0.019	-0.018	-0.010	0.008	0.011	-0.021	0.005	0.009	0.009	0.015	0.014	0.011	0.006	0.012	0.007	0.008	0.007	0.001	0.010	0.013	0.004	0.002
63	0.000	0.011	0.001	0.002	0.011	0.008	0.004	0.004	0.002	0.003	0.000	-0.009	-0.001	0.002	0.005	0.005	0.006	0.007	0.018	0.015	0.015	0.006	-0.010	0.000	-0.001	0.000	-0.007	-0.003	-0.010	0.001	-0.001	-0.003	-0.001	0.018	0.001	-0.002	0.001	-0.005	0.001	0.003	-0.006	0.002	0.002	0.000	-0.004	0.006	0.004	-0.004	0.006	-0.003	0.016	0.004
64	0.000	0.002	0.009	0.002	-0.006	0.003	0.004	0.015	0.002	0.006	0.006	0.008	-0.001	0.003	0.007	0.008	0.009	0.001	0.000	0.001	0.001	0.018	0.014	0.004	0.004	-0.002	0.001	0.003	0.000	-0.002	-0.008	-0.005	-0.004	0.006	0.003	-0.006	0.010	-0.001	0.003	0.003	0.013	-0.001	0.007	0.001	0.003	0.004	0.003	0.004	0.007	0.008	0.006	0.010
65	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
66	-0.004	-0.010	0.001	0.002	0.001	0.004	-0.001	-0.004	0.005	-0.006	0.004	-0.003	0.013	0.006	0.005	-0.002	-0.004	0.006	-0.003	-0.005	-0.006	0.004	0.002	0.001	0.002	0.002	-0.001	-0.004	-0.007	-0.003	-0.033	0.000	0.001	0.003	0.001	-0.032	-0.005	0.002	0.001	0.006	0.001	0.015	-0.004	0.000	-0.001	0.000	-0.003	0.007	0.000	-0.001	0.015	0.004
67	0.002	0.014	0.009	0.000	0.005	0.005	0.007	0.009	0.004	0.015	0.001	0.006	-0.005	-0.001	0.005	0.009	0.010	0.006	0.008	0.009	0.008	-0.004	-0.004	0.001	0.002	0.003	0.003	0.004	-0.002	0.002	0.002	-0.004	-0.002	0.011	0.001	0.005	0.009	0.004	0.003	0.003	0.000	-0.011	0.015	0.004	0.000	-0.001	0.005	0.000	0.001	0.002	-0.002	0.014
68	-0.001	-0.002	-0.006	-0.005	-0.011	-0.009	-0.005	-0.006	-0.008	-0.005	-0.005	-0.002	-0.011	-0.002	-0.012	-0.001	-0.005	-0.007	-0.007	-0.001	0.000	-0.006	-0.013	-0.005	-0.006	-0.006	-0.013	-0.008	-0.010	-0.002	0.000	0.009	0.006	-0.006	-0.004	-0.003	-0.005	-0.015	-0.006	-0.003	-0.018	-0.004	-0.006	-0.008	-0.004	-0.009	-0.007	-0.002	-0.004	-0.008	-0.011	-0.001
69	0.001	0.006	0.008	0.004	0.003	0.017	0.007	0.011	0.010	0.008	0.013	0.008	0.014	0.024	0.009	0.003	0.007	0.025	0.004	-0.001	0.000	0.015	0.024	0.006	0.004	0.007	-0.005	-0.001	-0.002	0.002	0.026	-0.008	-0.005	0.003	0.004	0.024	0.009	-0.007	0.006	0.013	0.027	0.009	0.015	-0.002	0.012	0.011	0.001	-0.004	0.011	0.007	0.013	0.016
70	-0.002	0.005	0.007	0.006	-0.005	0.006	0.003	0.008	-0.008	0.007	-0.008	0.008	0.003	-0.001	0.023	0.007	0.009	-0.001	0.026	0.013	0.012	0.011	-0.010	0.003	0.004	0.007	0.011	0.006	0.009	-0.002	-0.001	-0.007	-0.003	0.013	0.005	-0.003	0.006	0.011	0.003	0.003	-0.009	0.002	0.000	0.004	0.000	0.001	0.003	0.000	0.015	0.001	0.013	0.005
71	0.002	-0.008	0.008	0.007	0.010	0.011	0.011	0.018	0.011	0.009	0.008	0.008	-0.002	0.004	0.014	0.013	0.014	0.017	0.013	0.008	0.007	0.003	0.017	0.010	0.011	0.013	0.000	0.019	0.019	0.001	-0.008	-0.019	-0.009	-0.001	0.009	-0.006	0.011	0.001	0.010	0.013	0.015	0.013	0.006	0.024	0.008	0.008	0.002	0.006	0.010	0.010	0.023	-0.001
72	0.003	-0.010	-0.001	0.006	-0.005	-0.006	0.000	0.000	-0.009	0.002	-0.020	0.006	0.000	-0.009	-0.005	-0.001	0.001	0.000	-0.014	-0.006	-0.004	-0.001	0.014	0.002	0.000	-0.002	0.014	0.000	-0.001	0.005	-0.018	-0.004	-0.003	-0.010	0.003	-0.018	0.000	0.013	0.002	-0.003	0.013	-0.009	-0.006	0.000	0.000	0.002	0.009	0.005	0.003	0.004	-0.011	-0.006
73	0.001	0.000	0.001	0.002	0.002	-0.008	0.000	-0.001	-0.004	0.001	0.001	-0.005	-0.005	0.001	-0.003	-0.001	-0.002	-0.007	-0.005	0.006	0.006	0.000	0.022	0.002	0.003	-0.006	-0.004	0.015	0.002	0.000	-0.003	-0.003	-0.001	0.003	0.001	-0.003	-0.001	-0.006	0.001	-0.005	0.021	-0.005	-0.003	0.011	0.003	-0.002	-0.003	0.007	0.000	-0.001	-0.012	-0.009
74	0.000	-0.003	-0.010	0.001	-0.009	-0.008	-0.004	-0.009	-0.014	-0.006	-0.011	-0.004	0.001	-0.009	-0.001	-0.002	-0.003	-0.015	-0.024	-0.012	-0.013	0.006	-0.007	-0.001	-0.002	-0.005	-0.009	-0.001	-0.008	0.001	-0.018	0.002	0.001	-0.023	0.000	-0.018	-0.002	-0.007	-0.002	-0.007	-0.001	-0.004	-0.014	-0.001	0.003	0.000	0.001	-0.005	0.004	-0.008	-0.004	-0.013
75	0.000	0.014	0.007	0.010	0.005	0.012	0.011	0.012	0.011	0.010	0.008	0.007	0.009	0.015	0.019	0.012	0.017	0.012	0.010	0.017	0.016	0.006	0.027	0.009	0.010	0.012	0.011	0.003	0.002	0.000	0.014	-0.017	-0.009	0.023	0.009	0.017	0.013	0.008	0.009	0.015	0.019	0.010	0.018	0.005	0.007	0.006	0.009	0.008	0.004	0.012	0.020	0.014
76	0.001	0.007	-0.002	-0.003	-0.009	-0.005	-0.010	-0.006	-0.001	-0.004	-0.003	-0.007	-0.009	-0.003	-0.013	-0.007	-0.009	-0.018	-0.009	-0.006	-0.006	0.014	-0.015	-0.003	-0.003	-0.001	0.008	-0.008	-0.008	0.003	0.025	0.008	0.004	0.004	-0.004	0.023	-0.008	0.011	-0.002	-0.004	-0.013	0.000	0.001	-0.003	0.004	-0.002	-0.002	0.007	0.001	-0.002	0.018	0.011
77	0.000	-0.014	0.000	0.002	-0.001	0.001	-0.001	-0.001	-0.002	0.002	0.009	-0.003	-0.004	0.005	-0.002	0.001	0.002	0.001	-0.013	-0.008	-0.007	-0.003	0.001	0.001	-0.002	0.001	-0.007	-0.004	-0.002	0.003	-0.016	0.000	0.000	-0.016	0.000	-0.016	0.001	-0.007	0.000	0.001	0.003	-0.004	-0.003	-0.003	-0.003	0.005	0.000	0.007	0.000	-0.004	-0.013	0.000
78	0.000	0.020	0.009	0.009	0.002	0.011	0.009	0.013	0.009	0.014	0.003	0.009	0.003	0.004	0.017	0.013	0.012	0.010	0.011	0.002	0.003	0.009	0.000	0.009	0.010	0.003	0.001	0.013	0.005	-0.001	0.019	-0.018	-0.010	0.003	0.009	0.018	0.009	-0.001	0.009	0.014	0.000	0.016	0.019	0.014	0.010	0.007	0.005	0.003	0.003	0.010	0.020	0.022
79	-0.002	-0.007	-0.005	0.004	-0.006	-0.002	-0.005	0.000	0.001	-0.003	-0.002	-0.008	-0.002	-0.003	-0.012	-0.004	-0.005	-0.007	-0.023	-0.015	-0.016	0.006	0.042	0.001	-0.001	0.008	0.001	0.000	0.003	-0.002	-0.009	-0.002	-0.002	-0.036	0.001	-0.007	-0.006	0.001	0.000	-0.013	0.033	-0.004	0.000	-0.002	-0.001	0.006	-0.004	-0.003	0.001	-0.002	-0.001	-0.002
80	0.000	0.005	0.000	0.000	-0.007	-0.005	-0.002	0.002	-0.010	0.002	-0.011	-0.002	0.001	-0.008	-0.001	0.005	0.000	-0.010	0.007	0.010	0.010	-0.006	-0.027	0.000	-0.002	-0.008	-0.003	-0.002	-0.004	0.000	0.017	-0.002	0.004	0.017	-0.001	0.018	0.001	-0.002	-0.001	-0.004	-0.024	-0.001	0.000	-0.001	0.012	-0.001	-0.002	-0.008	-0.003	-0.007	-0.008	0.000
81	0.003	-0.009	-0.001	-0.004	-0.005	-0.020	-0.004	-0.001	-0.016	-0.004	-0.016	0.000	-0.020	-0.009	-0.017	-0.013	0.001	-0.026	-0.019	-0.007	-0.006	-0.015	-0.025	-0.009	-0.007	-0.021	-0.019	-0.010	-0.004	0.005	-0.010	0.022	0.009	-0.011	-0.008	-0.012	-0.004	-0.016	-0.009	-0.019	-0.025	-0.018	-0.012	-0.008	-0.012	-0.008	-0.004	-0.004	-0.003	-0.013	-0.019	-0.016
82	-0.004	0.002	0.003	0.005	0.001	0.004	-0.001	0.006	0.004	0.001	0.005	-0.002	0.000	0.008	-0.001	0.007	-0.001	0.011	-0.007	-0.006	-0.006	0.005	0.010	0.002	0.002	0.005	-0.005	0.005	-0.003	-0.005	-0.017	-0.005	-0.002	-0.011	0.003	-0.017	0.000	-0.009	0.002	0.007	0.009	-0.004	0.004	0.002	0.006	0.005	-0.004	0.008	0.002	0.003	-0.011	0.006
83	0.000	-0.008	0.007	0.006	0.004	0.020	0.008	-0.002	0.021	0.002	0.019	0.006	0.017	0.019	0.021	-0.002	0.005	0.013	0.027	0.000	-0.001	0.011	0.008	0.007	0.006	0.012	0.008	0.002	0.005	0.000	-0.015	-0.012	-0.005	-0.002	0.006	-0.015	0.007	0.008	0.007	0.019	0.006	0.012	0.008	0.004	0.006	0.005	0.000	0.005	0.006	0.012	0.018	0.019
84	-0.001	0.005	-0.001	0.002	0.002	0.009	0.001	-0.002	0.016	-0.007	0.006	0.008	0.022	0.009	0.017	0.003	0.000	0.015	0.009	0.012	0.013	-0.006	0.006	0.004	0.006	0.002	0.004	0.005	0.009	-0.001	-0.006	-0.012	-0.004	0.011	0.005	-0.006	-0.001	0.003	0.004	0.010	0.007	0.003	0.008	0.009	0.007	0.010	0.004	-0.001	0.002	-0.002	0.010	0.001
85	0.001	-0.002	0.009	0.003	0.004	-0.001	0.009	0.008	0.005	0.008	0.012	0.012	0.013	-0.006	0.007	0.009	0.008	0.007	0.000	0.010	0.010	0.004	-0.021	0.005	0.004	0.007	-0.005	0.003	0.009	0.002	-0.021	-0.005	-0.003	0.005	0.004	-0.020	0.013	-0.009	0.003	0.004	-0.011	0.009	-0.001	0.003	0.001	0.004	0.000	-0.002	0.005	0.002	-0.003	0.007
86	0.001	-0.005	0.004	0.002	0.003	0.006	0.001	0.002	-0.002	0.005	0.008	0.000	0.001	0.014	-0.003	0.005	0.000	0.009	0.007	0.001	0.000	-0.003	-0.004	0.000	0.000	-0.003	0.001	0.003	-0.001	0.001	-0.003	0.002	-0.001	0.006	0.000	-0.005	0.001	0.003	0.002	0.003	-0.013	0.013	0.003	0.001	0.003	-0.001	0.002	0.012	0.002	0.000	0.016	-0.011
87	-0.001	-0.006	-0.007	0.001	-0.005	-0.013	-0.008	-0.013	-0.010	-0.011	-0.009	-0.007	-0.009	-0.001	0.002	-0.013	-0.008	-0.009	-0.006	-0.005	-0.004	-0.005	0.007	-0.002	0.000	-0.004	-0.007	-0.005	-0.002	-0.001	0.009	0.000	0.001	-0.004	-0.001	0.012	-0.010	-0.007	-0.001	-0.009	0.007	0.001	0.000	-0.002	-0.001	0.004	-0.007	-0.004	-0.004	-0.004	0.008	0.002
88	-0.001	-0.005	-0.001	0.003	0.015	0.016	0.005	0.004	0.015	0.003	0.001	0.004	0.025	0.016	0.023	0.001	0.004	0.015	-0.004	-0.006	-0.007	-0.007	0.003	0.003	0.002	0.004	0.012	0.008	0.006	-0.002	-0.013	-0.002	-0.003	-0.006	0.003	-0.013	0.002	0.011	0.004	0.012	0.010	0.004	0.000	0.005	0.003	-0.001	0.001	0.001	0.003	0.006	0.022	-0.012
89	0.002	-0.004	-0.015	-0.008	-0.019	-0.025	-0.020	-0.026	-0.025	-0.021	-0.016	-0.023	-0.025	-0.022	-0.028	-0.022	-0.024	-0.025	-0.028	-0.021	-0.021	-0.029	-0.024	-0.011	-0.011	-0.013	-0.010	-0.014	-0.019	0.000	0.007	0.021	0.013	-0.028	-0.010	0.003	-0.024	-0.013	-0.013	-0.025	-0.023	-0.019	-0.016	-0.014	-0.007	-0.005	-0.006	-0.010	-0.018	-0.011	-0.026	-0.011
90	-0.002	0.015	0.011	0.008	0.008	0.025	0.017	0.025	0.038	0.016	0.016	0.016	0.024	0.025	0.021	0.021	0.022	0.055	0.011	0.007	0.008	0.011	0.004	0.009	0.010	0.009	0.011	0.007	0.011	-0.001	0.008	-0.017	-0.010	0.015	0.009	0.009	0.023	0.014	0.009	0.026	0.003	0.012	0.023	0.011	0.008	0.011	0.003	0.005	0.004	0.004	0.022	0.020
91	0.000	-0.004	-0.004	0.001	-0.005	-0.010	-0.004	-0.005	-0.016	-0.003	-0.017	-0.004	-0.016	-0.010	-0.008	-0.009	-0.005	-0.005	-0.019	-0.003	-0.003	-0.004	-0.005	-0.002	-0.001	-0.007	-0.010	-0.008	-0.009	-0.001	-0.003	0.005	0.005	-0.008	-0.002	0.000	-0.006	-0.006	-0.003	-0.006	-0.001	-0.001	0.000	-0.005	-0.004	-0.005	-0.004	0.004	-0.001	0.000	-0.012	-0.001
92	0.000	0.010	0.004	0.003	-0.005	0.001	0.002	0.003	-0.002	0.008	-0.003	0.001	0.002	-0.005	0.015	0.017	0.007	-0.003	-0.002	0.004	0.005	-0.007	-0.009	-0.001	0.002	-0.009	-0.013	0.000	-0.006	-0.002	0.011	0.003	0.000	0.005	0.000	0.009	0.002	-0.015	-0.003	0.000	-0.006	0.006	0.003	-0.002	0.003	-0.002	0.007	0.005	-0.001	-0.004	-0.007	-0.003
93	0.000	-0.010	0.009	0.007	0.002	0.014	0.002	0.004	0.010	0.001	0.013	0.004	0.032	0.020	0.032	-0.001	0.001	0.021	-0.016	-0.014	-0.015	0.009	0.010	0.007	0.007	0.006	-0.009	0.012	0.007	0.002	-0.010	-0.016	-0.008	-0.020	0.007	-0.009	0.003	-0.012	0.009	0.016	0.010	0.003	0.004	0.011	0.005	0.009	0.010	0.002	0.011	0.004	-0.003	0.004
94	-0.002	0.008	-0.002	-0.001	-0.012	-0.004	-0.005	-0.003	0.001	-0.002	-0.004	0.000	-0.003	-0.010	-0.001	0.005	-0.005	-0.008	-0.005	-0.008	-0.008	-0.003	0.019	-0.002	-0.001	-0.008	-0.018	-0.001	-0.004	-0.003	0.033	0.003	0.001	-0.007	-0.002	0.034	-0.002	-0.017	-0.002	-0.006	0.013	0.000	0.016	-0.005	0.002	-0.003	-0.003	-0.002	-0.004	0.002	-0.006	0.017
95	-0.003	-0.002	0.006	0.004	-0.001	0.005	0.008	0.017	-0.003	0.008	0.006	0.010	0.012	-0.003	0.012	0.012	0.017	-0.006	0.020	0.007	0.006	0.002	-0.004	0.008	0.007	0.012	-0.009	0.003	0.001	-0.003	-0.001	-0.015	-0.006	0.010	0.009	-0.001	0.012	-0.010	0.007	0.007	0.001	0.004	0.016	0.003	-0.003	0.005	0.007	0.005	0.004	0.009	0.021	0.016
96	0.002	0.010	-0.005	-0.002	0.001	0.001	-0.005	-0.005	-0.006	-0.007	0.005	-0.008	0.004	0.007	0.010	-0.013	-0.008	-0.001	0.012	0.002	0.003	0.008	0.015	0.000	0.001	0.013	0.007	-0.001	0.004	0.001	0.015	-0.001	0.001	0.008	-0.001	0.014	-0.008	0.004	0.003	0.002	0.010	0.001	0.008	0.001	0.006	0.004	-0.008	-0.001	0.002	0.004	0.007	0.015
97	-0.002	-0.014	0.003	0.000	0.008	0.000	0.001	0.004	-0.007	-0.004	0.011	0.000	0.005	0.010	-0.009	0.001	0.001	-0.007	-0.015	-0.007	-0.008	0.006	0.034	-0.002	0.000	0.007	0.010	-0.002	0.007	-0.003	-0.017	0.003	0.000	-0.008	-0.001	-0.018	0.000	0.015	0.000	0.003	0.030	-0.006	-0.009	0.001	-0.002	-0.001	0.002	-0.002	-0.001	-0.001	-0.015	-0.006
98	-0.001	0.005	0.003	0.000	0.000	-0.001	0.005	0.013	-0.008	0.007	-0.003	0.005	0.002	-0.001	-0.005	0.010	0.005	-0.008	0.012	0.005	0.005	0.002	-0.007	0.001	-0.001	-0.004	-0.008	0.001	0.000	-0.001	0.002	-0.001	0.001	0.005	0.000	0.005	0.005	-0.008	-0.001	-0.006	-0.007	0.004	0.002	-0.001	0.005	-0.004	-0.003	-0.016	0.004	0.001	0.008	-0.004
99	0.000	-0.006	-0.009	-0.006	-0.010	-0.024	-0.010	-0.014	-0.013	-0.016	-0.014	-0.010	-0.023	-0.018	-0.036	-0.015	-0.012	-0.027	-0.031	-0.012	-0.012	-0.014	-0.004	-0.009	-0.011	-0.012	-0.015	-0.008	-0.010	0.001	-0.023	0.021	0.010	-0.014	-0.009	-0.025	-0.010	-0.017	-0.010	-0.022	0.000	-0.011	-0.018	-0.009	-0.008	-0.013	-0.004	-0.022	-0.004	-0.008	-0.032	-0.020
100	-0.001	0.012	0.007	0.004	-0.003	0.015	0.006	0.013	0.011	0.006	0.015	0.007	0.017	0.020	0.030	0.008	0.009	0.019	0.004	0.003	0.003	0.002	-0.006	0.004	0.006	0.006	0.006	0.002	0.000	-0.001	0.014	-0.013	-0.006	0.009	0.004	0.012	0.007	0.006	0.005	0.020	-0.006	0.012	0.016	0.002	0.006	0.008	0.006	0.000	-0.001	0.004	0.026	0.016
101	-0.001	-0.022	-0.005	0.002	0.013	-0.003	0.001	0.002	-0.008	-0.001	0.006	-0.002	0.002	0.001	0.005	-0.001	0.000	-0.012	-0.008	0.002	0.003	0.003	0.001	0.004	0.002	0.010	0.031	0.000	0.005	-0.002	-0.028	-0.002	-0.001	0.017	0.004	-0.022	-0.001	0.036	0.004	-0.003	0.002	-0.003	-0.007	0.004	0.006	0.006	0.004	0.003	0.001	-0.001	-0.002	-0.001
102	0.001	0.010	0.003	0.008	-0.003	0.010	0.004	0.003	0.008	-0.001	-0.002	0.004	0.031	0.009	0.018	0.004	0.004	0.004	0.001	-0.005	-0.006	0.003	0.002	0.008	0.009	0.006	0.026	0.005	0.002	0.001	0.001	-0.017	-0.006	0.000	0.008	-0.004	0.005	0.027	0.009	0.010	0.003	0.013	0.021	0.007	0.004	0.007	0.005	0.012	0.000	0.009	0.018	0.019
103	-0.002	0.009	0.006	0.000	0.011	0.002	0.005	0.019	0.005	0.001	0.001	0.000	0.000	0.011	0.002	0.012	0.006	0.011	0.031	0.013	0.012	0.005	-0.006	-0.001	-0.003	0.005	-0.003	-0.003	-0.003	-0.001	0.013	0.002	0.000	0.021	-0.001	0.016	0.003	-0.004	0.002	0.004	-0.001	0.005	-0.005	-0.003	0.005	0.005	0.001	0.003	0.002	0.003	0.008	-0.002
104	-0.006	0.007	0.004	0.002	0.004	0.026	0.007	0.008	-0.001	-0.007	0.014	0.009	0.020	0.020	0.032	0.003	0.007	0.020	0.023	0.014	0.015	0.003	-0.015	0.004	0.005	0.006	0.000	0.004	0.012	-0.008	0.012	-0.006	-0.005	0.019	0.005	0.010	0.005	0.001	0.004	0.022	-0.012	0.014	0.009	0.003	0.004	0.000	0.005	-0.005	0.001	0.006	0.014	0.011
105	0.001	0.009	0.006	0.000	0.003	-0.004	0.003	0.000	0.005	-0.003	-0.001	0.001	0.000	0.013	-0.009	0.002	0.002	-0.002	0.000	0.002	0.000	-0.002	0.016	0.001	0.001	0.001	0.006	-0.002	-0.002	0.002	0.016	-0.006	-0.001	0.001	0.000	0.018	0.006	0.004	0.002	-0.003	0.007	-0.006	0.016	-0.001	0.000	0.004	0.004	-0.004	-0.002	0.002	-0.004	0.022
106	-0.003	-0.004	-0.006	-0.004	0.001	-0.003	-0.005	-0.008	-0.006	0.003	-0.003	-0.005	-0.004	-0.004	-0.008	-0.009	-0.006	0.010	-0.008	-0.003	-0.003	0.001	-0.016	-0.004	-0.005	-0.004	-0.017	-0.008	-0.011	-0.003	-0.006	0.014	0.005	0.004	-0.004	-0.007	-0.010	-0.016	-0.005	-0.006	-0.013	-0.003	-0.004	-0.006	-0.003	-0.003	-0.006	-0.013	-0.002	-0.006	-0.006	-0.003
107	0.000	0.000	-0.018	-0.011	-0.003	-0.025	-0.014	-0.027	-0.008	-0.015	-0.002	-0.017	-0.027	-0.014	-0.027	-0.018	-0.018	-0.014	-0.010	0.001	0.002	-0.013	-0.023	-0.011	-0.010	-0.011	-0.006	-0.009	-0.007	0.001	0.005	0.022	0.012	-0.004	-0.011	0.006	-0.015	-0.007	-0.010	-0.016	-0.022	-0.013	-0.013	-0.008	-0.011	-0.012	-0.006	-0.016	-0.009	-0.013	-0.021	-0.018
108	-0.007	0.005	-0.034	-0.015	-0.010	-0.016	-0.017	-0.027	-0.018	-0.024	-0.011	-0.016	-0.025	-0.004	-0.040	-0.025	-0.024	-0.008	-0.034	-0.017	-0.017	-0.021	-0.040	-0.018	-0.019	-0.020	-0.031	-0.013	-0.013	-0.011	0.014	0.036	0.017	-0.021	-0.018	0.007	-0.024	-0.031	-0.020	-0.018	-0.030	-0.022	-0.018	-0.017	-0.016	-0.014	-0.013	-0.031	-0.015	-0.019	-0.036	-0.023
109	-0.001	-0.018	0.016	0.012	0.002	0.018	0.011	0.006	0.023	0.012	0.024	0.014	0.023	0.020	0.036	0.013	0.015	0.025	0.007	-0.016	-0.018	0.005	0.026	0.013	0.012	0.012	0.016	0.011	0.012	0.000	-0.033	-0.028	-0.011	-0.025	0.013	-0.031	0.014	0.012	0.014	0.024	0.020	0.019	0.004	0.012	0.014	0.014	0.006	0.007	0.003	0.013	0.027	0.005
110	0.001	0.019	-0.006	0.001	0.002	0.009	0.003	0.011	-0.002	-0.008	0.002	0.000	0.010	-0.010	0.017	0.002	0.000	0.011	-0.002	0.007	0.009	0.006	-0.016	0.002	0.002	0.000	-0.015	0.004	0.000	-0.003	0.016	0.001	-0.001	0.009	0.002	0.016	0.002	-0.015	0.001	0.003	-0.022	-0.009	0.008	0.005	0.001	0.002	0.005	0.013	0.000	-0.003	-0.022	0.006
111	-0.006	-0.003	-0.010	-0.010	-0.014	-0.017	-0.018	-0.014	-0.019	-0.014	-0.009	-0.009	-0.019	-0.009	-0.015	-0.018	-0.019	-0.019	-0.021	-0.009	-0.009	-0.009	-0.027	-0.011	-0.011	-0.016	-0.021	-0.012	-0.015	-0.005	-0.010	0.022	0.011	-0.017	-0.011	-0.006	-0.017	-0.017	-0.012	-0.016	-0.015	-0.012	-0.012	-0.014	-0.013	-0.012	-0.009	-0.016	-0.007	-0.008	-0.028	-0.001
112	0.002	0.013	0.009	0.014	0.005	0.019	0.013	0.014	0.021	0.020	0.018	0.018	0.016	0.019	0.019	0.017	0.017	0.018	0.015	0.007	0.006	0.008	0.009	0.015	0.015	0.013	0.022	0.017	0.017	0.004	0.015	-0.031	-0.016	0.010	0.015	0.011	0.016	0.022	0.016	0.022	0.011	0.024	0.020	0.019	0.024	0.013	0.008	0.020	0.008	0.012	0.030	0.019
113	0.002	0.010	0.006	0.007	-0.004	0.016	0.007	0.016	0.005	0.011	0.011	0.006	0.012	0.023	0.028	0.012	0.014	0.026	0.010	0.001	0.000	0.007	0.002	0.006	0.006	0.009	-0.010	-0.002	-0.008	0.000	0.021	-0.012	-0.003	0.001	0.006	0.020	0.008	-0.011	0.007	0.016	0.002	0.008	0.017	-0.002	0.005	0.009	0.001	0.006	0.003	0.007	0.013	0.019
114	0.004	0.006	0.013	0.004	0.012	0.023	0.008	0.023	0.008	0.012	0.021	0.007	0.017	0.010	0.026	0.015	-0.005	0.024	0.018	0.004	0.005	0.014	0.003	0.005	0.005	0.012	0.015	-0.014	0.001	0.004	0.008	-0.010	-0.007	0.007	0.001	0.008	0.016	0.011	0.005	0.017	0.002	0.007	0.012	-0.002	0.003	0.005	-0.004	0.006	0.002	0.003	0.013	0.009
